GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,12.450825,12.5 [10.0-15.1],9.972927,15.076956
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,18.296164,18.3 [14.6-22.3],14.576647,22.253989
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,33.360815,33.4 [28.5-38.2],28.462505,38.150227
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,4.3,4.3 [3.9-4.7],3.9,4.7
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2023,2023,2023,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,0.4,0.4 [0.3-0.6],0.3,0.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,13.475725,13.5 [7.2-21.6],7.1582288,21.598156
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1999,1999,1999,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,1.4099599,1.4 [0.6-2.8],0.55720131,2.8385978
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,16.5,16.5 [12.1-21.3],12.1,21.3
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.3,0.3,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2024,2024,2024,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,20.7,20.7 [16.1-25.2],16.1,25.2
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_INFRASTRUCTURE,Infrastructure,,Yes,,
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_TESTSPROCPRIMARY,Tests and procedures in primary health care,,Don't know,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1996,1996,1996,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,33.189145,33.2 [25.0-41.5],24.963897,41.505924
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,14.004247,14.0 [11.8-16.2],11.809419,16.188598
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,15.443851,15.4 [6.9-26.3],6.8795562,26.308203
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,1980,1980,1980,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,1.1,1.1 [0.9-1.4],0.9,1.4
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,20.959875,21.0 [17.0-25.2],16.954003,25.203314
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.5601961,2.6 [2.1-3.0],2.1482388,3.0333044
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,28.58679,28.6 [21.9-35.6],21.932644,35.616198
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,22.1,22.1 [16.7-27.4],16.7,27.4
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,17.852442,17.9 [14.6-21.1],14.607377,21.096492
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2024,2024,2024,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,26.6,26.6 [19.4-33.8],19.4,33.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.4710732,2.5 [1.1-4.6],1.0874861,4.6374816
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,40.436748,40.4 [32.3-48.8],32.270056,48.781538
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_INFRASTRUCTURE,Infrastructure,,Yes,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.1,1.1 [1.0-1.2],1.0,1.2
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,5.3177841,5.3 [4.6-6.1],4.6193331,6.1004318
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,18.742172,18.7 [17.1-20.5],17.058297,20.477954
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,1990,1990,1990,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.0574697,1.1 [0.7-1.6],0.67604836,1.5783671
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1993,1993,1993,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,8.3208613,8.3 [4.7-13.1],4.6778768,13.126294
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_SENSORYFUNCTIONS,Sensory functions,,No,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,17.5,17.5 [13.2-21.9],13.2,21.9
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,18.511115,18.5 [14.4-22.8],14.384414,22.755133
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,12.310388565,12.3,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,0.5,0.5 [0.3-0.7],0.3,0.7
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,1982,1982,1982,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.8,2.8 [2.5-3.0],2.5,3.0
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2018,2018,2018,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,16.412009,16.4 [7.7-27.1],7.6785922,27.117375
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,1985,1985,1985,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.8,2.8 [2.5-3.0],2.5,3.0
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2004,2004,2004,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,25.8,25.8 [19.7-31.1],19.7,31.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1990,1990,1990,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,32.788026,32.8 [25.4-40.1],25.414032,40.13513
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,19.044824,19.0 [15.3-23.0],15.339351,23.016563
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,17.180194,17.2 [12.8-22.1],12.847742,22.11625
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,18.563572,18.6 [12.8-25.1],12.827065,25.111271
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,11.100909233,11.1,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,0.64371736,0.6 [0.2-1.6],0.17864862,1.5933219
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,22.756352,22.8 [20.8-24.8],20.782891,24.762225
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1990,1990,1990,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.65283934,0.7 [0.2-1.6],0.18304909,1.5593289
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,8.7175906,8.7 [6.6-11.3],6.5876633,11.267538
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,Don't know,,
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1995,1995,1995,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,11.158989,11.2 [7.8-15.2],7.750994,15.15446
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,23.033778,23.0 [11.9-35.4],11.907682,35.433143
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,15.024728,15.0 [12.0-18.3],11.994004,18.279262
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,12.5,12.5 [8.9-16.4],8.9,16.4
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,10.186467,10.2 [8.8-11.7],8.8404946,11.657676
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,39.445814,39.4 [30.0-49.2],29.973412,49.155876
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,14.0,14.0 [10.6-17.5],10.6,17.5
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,4.4,4.4 [4.2-4.6],4.2,4.6
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1968,1968,1968,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1997,1997,1997,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.3],0.9,1.3
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,16.28686,16.3 [14.0-18.7],13.991338,18.710056
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,17.138268,17.1 [10.6-24.6],10.641386,24.596089
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,20.21576271,20.2 [8.9-30.4],8.869246941,30.40101079
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,11.652467,11.7 [8.5-15.3],8.4880702,15.254942
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1974,1974,1974,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.03,0.03,,
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,15.379472,15.4 [12.6-18.3],12.606302,18.321592
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2018,2018,2018,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,4.5,4.5 [4.1-5.0],4.1,5.0
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,16.720594,16.7 [13.3-20.3],13.26987,20.320603
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,1999,1999,1999,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,4.3,4.3 [4.0-4.6],4.0,4.6
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1963,1963,1963,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.04,0.04,,
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,82.48947,82.5 [79.0-85.5],79.03979,85.47574
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,21.52863,21.5 [19.6-23.6],19.55259,23.610693
