Year,Month,District,Petrol_Liters,Diesel_Liters,Kerosene_Liters,CO2_Petrol_Tons,CO2_Diesel_Tons,CO2_Kerosene_Tons,CO2_Total_Tons
2022,7,Vavuniya,711.2988372519173,1456.040380852453,118.56083403368359,1.643100314051929,3.902188220684574,0.2916596517228616,5.836948186459365
2022,8,Vavuniya,621.8682590462225,1272.974521144942,103.65435115351188,1.4365156783967736,3.411571716668445,0.25498970383763925,5.103077098902858
2022,9,Vavuniya,607.0618719260743,1242.6656039748243,101.1863904117616,1.4023129241492314,3.3303438186525294,0.24891852041293352,4.981575263214695
2022,10,Vavuniya,599.6586783660002,1227.5111453897655,99.95241004088645,1.3852115470254602,3.289729869644572,0.24588292870058068,4.920824345370613
2022,11,Vavuniya,577.4490976857782,1182.0477696345893,96.25046892826104,1.3339074156541473,3.167888022620699,0.23677615356352216,4.738571591838369
2022,12,Vavuniya,562.64271056563,1151.7388524644716,93.78250818651077,1.299704661406605,3.086660124604784,0.23070497013881647,4.617069756150205
2022,1,Killinochchi,9.23448584687576,16.945490987256647,3.3564266087803856,0.021331662306283007,0.045413915845847815,0.008256809457599748,0.07500238760973058
2022,2,Killinochchi,8.329144097182056,15.284168341447167,3.027365176547013,0.01924032286449055,0.040961571155078404,0.007447318334305652,0.06764921235387461
2022,3,Killinochchi,34.04084978848319,62.465731482436254,12.372709851974752,0.07863436301139617,0.16740816037292916,0.03043686623585789,0.27647938962018326
2022,4,Killinochchi,280.022203180262,513.8470943488707,101.77870098978168,0.6468512893464052,1.3771102128549733,0.2503756044348629,2.2743371066362417
2022,5,Killinochchi,407.9469924119821,748.5919842017495,148.27508136435702,0.9423575524716787,2.006226517660689,0.3647567001563182,3.313340770288686
2022,6,Killinochchi,486.53065628539525,892.7947898580117,176.83761368221357,1.123885816019263,2.392690036819471,0.4350205296582454,3.9515963824969798
2022,7,Killinochchi,434.9261765528544,798.0993990468718,158.08111204491146,1.0046794678370936,2.138906389445616,0.38887953563048216,3.5324653929131924
2022,8,Killinochchi,380.24353487135477,697.7555112399795,138.20580153801583,0.8783625655528295,1.869984770123145,0.3399862717835189,3.0883336074594934
2022,9,Killinochchi,371.1901173744177,681.1422847818847,134.91518721568212,0.8574491711349049,1.8254613232154508,0.331891360550578,3.014801854900934
2022,10,Killinochchi,366.6634086259492,672.8356715528373,133.26988005451526,0.8469924739259427,1.803199599761604,0.32784390493410753,2.978035978621654
2022,11,Killinochchi,353.0832823805438,647.9158318656953,128.33395857101473,0.8156223822990561,1.7364144294000634,0.3157015380846962,2.867738349783816
2022,12,Killinochchi,344.0298648836067,631.3026054076005,125.04334424868101,0.7947089878811316,1.6918909824923694,0.30760662685175527,2.7942065972252563
2022,1,Kurunegala,168.5039043792545,178.87510141952555,7.169638689978045,0.3892440191160778,0.47938527180432844,0.01763731117734599,0.8862666020977522
2022,2,Kurunegala,151.98391375383733,161.33832677055238,6.4667329360586265,0.3510828407713642,0.43238671574508036,0.01590816302270422,0.7993777195391488
2022,3,Kurunegala,621.1516475156831,659.3827268013882,26.429256347370043,1.4348603057612277,1.7671457078277202,0.06501597061453031,3.267021984203478
2022,4,Kurunegala,5109.633100441511,5424.124398927377,217.40874968727542,11.803252462019888,14.53665338912537,0.5348255242306975,26.874731375375955
2022,5,Kurunegala,7443.907775812947,7902.070656827275,316.7293327160889,17.195426962127907,21.177549360297093,0.7791541584815787,39.15213048090658
2022,6,Kurunegala,8877.84296209915,9424.262696358137,377.7415521562941,20.507817242449033,25.2570240262398,0.9292442183044834,46.694085486993316
2022,7,Kurunegala,7936.203496450376,8424.666541366672,337.67592418288746,18.332630076800367,22.578106330862678,0.8306827734899032,41.74141918115295
2022,8,Kurunegala,6938.396062675183,7365.445352568697,295.2204166461547,16.027694904779672,19.739393544884106,0.7262422249495406,36.49333067461332
2022,9,Kurunegala,6773.196156421011,7190.077606078966,288.19135910696053,15.646083121332536,19.269407984291625,0.7089507434031229,35.624441849027285
2022,10,Kurunegala,6690.596203293926,7102.393732834101,284.67683033736347,15.455277229608967,19.034415203995387,0.7003050026299141,35.18999743623427
2022,11,Kurunegala,6442.796343912671,6839.342113099506,274.1332440285723,14.88285955443827,18.32943686310667,0.6743677803102878,33.88666419785523
2022,12,Kurunegala,6277.5964376585,6663.974366609775,267.1041864893781,14.501247770991133,17.859451302514195,0.6570762987638702,33.0177753722692
2022,1,Puttalam,69.60963963869222,94.51396214109332,20.399421824349183,0.16079826756537902,0.25329741853813015,0.050182577687898994,0.46427826379140813
2022,2,Puttalam,62.785165164310605,85.24788742137825,18.399478508236513,0.1450337315295575,0.22846433828929377,0.045262717130261816,0.418760786949113
