pollutant,urban_area,year,month,station,value_ug_m3
NO2,Colombo,,JAN,Meteorology Department,37
NO2,Colombo,,JAN,Colombo MC,70
NO2,Colombo,,JAN,Gangarama Temple,54
NO2,Colombo,,JAN,Fort Railway Station,130
NO2,Colombo,,JAN,Gunasinghepura,23
NO2,Colombo,,JAN,Jethawanaramaya,80
NO2,Colombo,,JAN,Maligakanda,21
NO2,Colombo,,JAN,Kelaniya,10
NO2,Colombo,,JAN,Borella Police Station,33
NO2,Colombo,,JAN,Ward Place,50
NO2,Colombo,,JAN,CEA Kotte,44
NO2,Colombo,,JAN,Kirulapana,44
NO2,Colombo,,JAN,Dehiwala Junction,28
NO2,Colombo,,JAN,Nugegoda Town,68
NO2,Colombo,,JAN,Malabe,118
NO2,Colombo,,JAN,Peliyagoda,118
NO2,Colombo,,JAN,Waththala,58
NO2,Colombo,,JAN,Maradana Railway Station,65
NO2,Colombo,,JAN,Colombo District Average,83
NO2,Colombo,,FEB,Meteorology Department,30
NO2,Colombo,,FEB,Colombo MC,72
NO2,Colombo,,FEB,Gangarama Temple,34
NO2,Colombo,,FEB,Fort Railway Station,140
NO2,Colombo,,FEB,Gunasinghepura,62
NO2,Colombo,,FEB,Jethawanaramaya,85
NO2,Colombo,,FEB,Maligakanda,38
NO2,Colombo,,FEB,Kelaniya,59
NO2,Colombo,,FEB,Borella Police Station,60
NO2,Colombo,,FEB,Ward Place,57
NO2,Colombo,,FEB,CEA Kotte,52
NO2,Colombo,,FEB,Kirulapana,46
NO2,Colombo,,FEB,Dehiwala Junction,36
NO2,Colombo,,FEB,Nugegoda Town,77
NO2,Colombo,,FEB,Malabe,75
NO2,Colombo,,FEB,Peliyagoda,88
NO2,Colombo,,FEB,Waththala,81
NO2,Colombo,,FEB,Maradana Railway Station,75
NO2,Colombo,,FEB,Colombo District Average,154
NO2,Colombo,,MAR,Meteorology Department,47
NO2,Colombo,,MAR,Colombo MC,53
NO2,Colombo,,MAR,Gangarama Temple,55
NO2,Colombo,,MAR,Fort Railway Station,119
NO2,Colombo,,MAR,Gunasinghepura,62
NO2,Colombo,,MAR,Jethawanaramaya,70
NO2,Colombo,,MAR,Maligakanda,55
NO2,Colombo,,MAR,Kelaniya,31
NO2,Colombo,,MAR,Borella Police Station,62
NO2,Colombo,,MAR,Ward Place,45
NO2,Colombo,,MAR,CEA Kotte,47
NO2,Colombo,,MAR,Kirulapana,50
NO2,Colombo,,MAR,Dehiwala Junction,38
NO2,Colombo,,MAR,Nugegoda Town,67
NO2,Colombo,,MAR,Malabe,64
NO2,Colombo,,MAR,Peliyagoda,99
NO2,Colombo,,MAR,Waththala,72
NO2,Colombo,,MAR,Maradana Railway Station,80
NO2,Colombo,,MAR,Colombo District Average,132
NO2,Colombo,,APR,Meteorology Department,49
NO2,Colombo,,APR,Colombo MC,39
NO2,Colombo,,APR,Gangarama Temple,58
NO2,Colombo,,APR,Fort Railway Station,145
NO2,Colombo,,APR,Gunasinghepura,80
NO2,Colombo,,APR,Jethawanaramaya,115
NO2,Colombo,,APR,Maligakanda,96
NO2,Colombo,,APR,Kelaniya,66
NO2,Colombo,,APR,Borella Police Station,92
NO2,Colombo,,APR,Ward Place,64
NO2,Colombo,,APR,CEA Kotte,66
NO2,Colombo,,APR,Kirulapana,34
NO2,Colombo,,APR,Dehiwala Junction,59
NO2,Colombo,,APR,Nugegoda Town,77
NO2,Colombo,,APR,Malabe,52
NO2,Colombo,,APR,Peliyagoda,109
NO2,Colombo,,APR,Waththala,76
NO2,Colombo,,APR,Maradana Railway Station,197
NO2,Colombo,,APR,Colombo District Average,197
NO2,Colombo,,MAY,Meteorology Department,48
NO2,Colombo,,MAY,Colombo MC,27
NO2,Colombo,,MAY,Gangarama Temple,76
NO2,Colombo,,MAY,Fort Railway Station,101
NO2,Colombo,,MAY,Gunasinghepura,83
NO2,Colombo,,MAY,Jethawanaramaya,19
NO2,Colombo,,MAY,Maligakanda,68
NO2,Colombo,,MAY,Kelaniya,47
NO2,Colombo,,MAY,Borella Police Station,67
NO2,Colombo,,MAY,Ward Place,28
NO2,Colombo,,MAY,CEA Kotte,37
NO2,Colombo,,MAY,Kirulapana,57
NO2,Colombo,,MAY,Dehiwala Junction,44
NO2,Colombo,,MAY,Nugegoda Town,57
NO2,Colombo,,MAY,Malabe,54
NO2,Colombo,,MAY,Peliyagoda,63
NO2,Colombo,,MAY,Waththala,70
NO2,Colombo,,MAY,Maradana Railway Station,27
NO2,Colombo,,MAY,Colombo District Average,126
NO2,Colombo,,JUN,Meteorology Department,84
NO2,Colombo,,JUN,Colombo MC,57
NO2,Colombo,,JUN,Gangarama Temple,72
NO2,Colombo,,JUN,Fort Railway Station,93
NO2,Colombo,,JUN,Gunasinghepura,78
NO2,Colombo,,JUN,Jethawanaramaya,115
NO2,Colombo,,JUN,Maligakanda,74
NO2,Colombo,,JUN,Kelaniya,54
NO2,Colombo,,JUN,Borella Police Station,81
NO2,Colombo,,JUN,Ward Place,32
NO2,Colombo,,JUN,CEA Kotte,30
NO2,Colombo,,JUN,Kirulapana,43
NO2,Colombo,,JUN,Dehiwala Junction,33
NO2,Colombo,,JUN,Nugegoda Town,42
NO2,Colombo,,JUN,Malabe,50
NO2,Colombo,,JUN,Peliyagoda,92
NO2,Colombo,,JUN,Waththala,94
NO2,Colombo,,JUN,Maradana Railway Station,27
NO2,Colombo,,JUN,Colombo District Average,89
NO2,Colombo,,AUG,Meteorology Department,36
NO2,Colombo,,AUG,Colombo MC,27
NO2,Colombo,,AUG,Gangarama Temple,36
NO2,Colombo,,AUG,Fort Railway Station,68
NO2,Colombo,,AUG,Gunasinghepura,73
NO2,Colombo,,AUG,Jethawanaramaya,97
NO2,Colombo,,AUG,Maligakanda,81
NO2,Colombo,,AUG,Kelaniya,43
NO2,Colombo,,AUG,Borella Police Station,68
NO2,Colombo,,AUG,Ward Place,22
NO2,Colombo,,AUG,CEA Kotte,28
NO2,Colombo,,AUG,Kirulapana,21
NO2,Colombo,,AUG,Dehiwala Junction,37
NO2,Colombo,,AUG,Nugegoda Town,60
NO2,Colombo,,AUG,Malabe,40
NO2,Colombo,,AUG,Peliyagoda,104
NO2,Colombo,,AUG,Waththala,72
NO2,Colombo,,AUG,Maradana Railway Station,107
NO2,Colombo,,AUG,Colombo District Average,163
NO2,Colombo,,SEP,Meteorology Department,67
NO2,Colombo,,SEP,Colombo MC,35
NO2,Colombo,,SEP,Gangarama Temple,30
NO2,Colombo,,SEP,Fort Railway Station,67
NO2,Colombo,,SEP,Gunasinghepura,103
NO2,Colombo,,SEP,Jethawanaramaya,77
NO2,Colombo,,SEP,Maligakanda,55
NO2,Colombo,,SEP,Kelaniya,50
NO2,Colombo,,SEP,Borella Police Station,77
NO2,Colombo,,SEP,Ward Place,34
NO2,Colombo,,SEP,CEA Kotte,25
NO2,Colombo,,SEP,Kirulapana,21
NO2,Colombo,,SEP,Dehiwala Junction,38
NO2,Colombo,,SEP,Nugegoda Town,72
NO2,Colombo,,SEP,Malabe,38
NO2,Colombo,,SEP,Peliyagoda,61
NO2,Colombo,,SEP,Waththala,71
NO2,Colombo,,SEP,Maradana Railway Station,101
NO2,Colombo,,SEP,Colombo District Average,189
NO2,Colombo,,OCT,Meteorology Department,53
NO2,Colombo,,OCT,Colombo MC,78
NO2,Colombo,,OCT,Gangarama Temple,57
NO2,Colombo,,OCT,Fort Railway Station,74
NO2,Colombo,,OCT,Gunasinghepura,69
NO2,Colombo,,OCT,Jethawanaramaya,81
NO2,Colombo,,OCT,Maligakanda,83
NO2,Colombo,,OCT,Kelaniya,72
NO2,Colombo,,OCT,Borella Police Station,81
NO2,Colombo,,OCT,Ward Place,42
NO2,Colombo,,OCT,CEA Kotte,42
NO2,Colombo,,OCT,Kirulapana,18
NO2,Colombo,,OCT,Dehiwala Junction,60
NO2,Colombo,,OCT,Nugegoda Town,65
NO2,Colombo,,OCT,Malabe,51
NO2,Colombo,,OCT,Peliyagoda,83
NO2,Colombo,,OCT,Waththala,97
NO2,Colombo,,OCT,Maradana Railway Station,112
NO2,Colombo,,OCT,Colombo District Average,103
NO2,Colombo,,NOV,Meteorology Department,63
NO2,Colombo,,NOV,Colombo MC,83
NO2,Colombo,,NOV,Gangarama Temple,60
NO2,Colombo,,NOV,Fort Railway Station,109
NO2,Colombo,,NOV,Gunasinghepura,71
NO2,Colombo,,NOV,Jethawanaramaya,104
NO2,Colombo,,NOV,Maligakanda,57
NO2,Colombo,,NOV,Kelaniya,75
NO2,Colombo,,NOV,Borella Police Station,78
NO2,Colombo,,NOV,Ward Place,55
NO2,Colombo,,NOV,CEA Kotte,51
NO2,Colombo,,NOV,Kirulapana,30
NO2,Colombo,,NOV,Dehiwala Junction,84
NO2,Colombo,,NOV,Nugegoda Town,51
NO2,Colombo,,NOV,Malabe,106
NO2,Colombo,,NOV,Peliyagoda,64
NO2,Colombo,,NOV,Waththala,88
NO2,Colombo,,NOV,Maradana Railway Station,83
NO2,Colombo,,NOV,Colombo District Average,104
NO2,Colombo,,DEC,Meteorology Department,48
NO2,Colombo,,DEC,Colombo MC,40
NO2,Colombo,,DEC,Gangarama Temple,38
NO2,Colombo,,DEC,Fort Railway Station,93
NO2,Colombo,,DEC,Gunasinghepura,63
NO2,Colombo,,DEC,Jethawanaramaya,79
NO2,Colombo,,DEC,Maligakanda,50
NO2,Colombo,,DEC,Kelaniya,60
NO2,Colombo,,DEC,Borella Police Station,63
NO2,Colombo,,DEC,Ward Place,49
NO2,Colombo,,DEC,CEA Kotte,43
NO2,Colombo,,DEC,Kirulapana,28
NO2,Colombo,,DEC,Dehiwala Junction,70
NO2,Colombo,,DEC,Nugegoda Town,60
NO2,Colombo,,DEC,Malabe,92
NO2,Colombo,,DEC,Peliyagoda,66
NO2,Colombo,,DEC,Waththala,83
NO2,Colombo,,DEC,Maradana Railway Station,78
NO2,Colombo,,DEC,Colombo District Average,114
NO2,Colombo,2013,AVG,Meteorology Department,53
NO2,Colombo,2013,AVG,Colombo MC,52
NO2,Colombo,2013,AVG,Gangarama Temple,53
NO2,Colombo,2013,AVG,Fort Railway Station,101
NO2,Colombo,2013,AVG,Gunasinghepura,70
NO2,Colombo,2013,AVG,Jethawanaramaya,85
NO2,Colombo,2013,AVG,Maligakanda,61
NO2,Colombo,2013,AVG,Kelaniya,51
NO2,Colombo,2013,AVG,Borella Police Station,69
NO2,Colombo,2013,AVG,Ward Place,42
NO2,Colombo,2013,AVG,CEA Kotte,41
NO2,Colombo,2013,AVG,Kirulapana,36
NO2,Colombo,2013,AVG,Dehiwala Junction,49
NO2,Colombo,2013,AVG,Nugegoda Town,63
NO2,Colombo,2013,AVG,Malabe,66
NO2,Colombo,2013,AVG,Peliyagoda,86
NO2,Colombo,2013,AVG,Waththala,78
NO2,Colombo,2013,AVG,Maradana Railway Station,83
NO2,Colombo,2013,AVG,Colombo District Average,130
NO2,Colombo,2013,JAN,Meteorology Department,28
NO2,Colombo,2013,JAN,Colombo MC,20
NO2,Colombo,2013,JAN,Gangarama Temple,18
NO2,Colombo,2013,JAN,Fort Railway Station,33
NO2,Colombo,2013,JAN,Gunasinghepura,33
NO2,Colombo,2013,JAN,Jethawanaramaya,29
NO2,Colombo,2013,JAN,Maligakanda,60
NO2,Colombo,2013,JAN,Kelaniya,30
NO2,Colombo,2013,JAN,Borella Police Station,33
NO2,Colombo,2013,JAN,Ward Place,19
NO2,Colombo,2013,JAN,CEA Kotte,13
NO2,Colombo,2013,JAN,Kirulapana,8
NO2,Colombo,2013,JAN,Dehiwala Junction,30
NO2,Colombo,2013,JAN,Nugegoda Town,70
NO2,Colombo,2013,JAN,Malabe,22
NO2,Colombo,2013,JAN,Peliyagoda,26
NO2,Colombo,2013,JAN,Waththala,33
NO2,Colombo,2013,JAN,Maradana Railway Station,28
NO2,Colombo,2013,JAN,Colombo District Average,87
NO2,Colombo,2013,FEB,Meteorology Department,49
NO2,Colombo,2013,FEB,Colombo MC,35
NO2,Colombo,2013,FEB,Gangarama Temple,34
NO2,Colombo,2013,FEB,Fort Railway Station,64
NO2,Colombo,2013,FEB,Gunasinghepura,65
NO2,Colombo,2013,FEB,Jethawanaramaya,53
NO2,Colombo,2013,FEB,Maligakanda,48
NO2,Colombo,2013,FEB,Kelaniya,55
NO2,Colombo,2013,FEB,Borella Police Station,63
NO2,Colombo,2013,FEB,Ward Place,35
NO2,Colombo,2013,FEB,CEA Kotte,29
NO2,Colombo,2013,FEB,Kirulapana,18
NO2,Colombo,2013,FEB,Dehiwala Junction,58
NO2,Colombo,2013,FEB,Nugegoda Town,50
NO2,Colombo,2013,FEB,Malabe,41
NO2,Colombo,2013,FEB,Peliyagoda,47
NO2,Colombo,2013,FEB,Waththala,59
NO2,Colombo,2013,FEB,Maradana Railway Station,53
NO2,Colombo,2013,FEB,Colombo District Average,153
NO2,Colombo,2013,MAR,Meteorology Department,64
NO2,Colombo,2013,MAR,Colombo MC,41
NO2,Colombo,2013,MAR,Gangarama Temple,41
NO2,Colombo,2013,MAR,Fort Railway Station,89
NO2,Colombo,2013,MAR,Gunasinghepura,84
NO2,Colombo,2013,MAR,Jethawanaramaya,70
NO2,Colombo,2013,MAR,Maligakanda,65
NO2,Colombo,2013,MAR,Kelaniya,75
NO2,Colombo,2013,MAR,Borella Police Station,85
NO2,Colombo,2013,MAR,Ward Place,41
NO2,Colombo,2013,MAR,CEA Kotte,32
NO2,Colombo,2013,MAR,Kirulapana,15
NO2,Colombo,2013,MAR,Dehiwala Junction,80
NO2,Colombo,2013,MAR,Nugegoda Town,92
NO2,Colombo,2013,MAR,Malabe,52
NO2,Colombo,2013,MAR,Peliyagoda,61
NO2,Colombo,2013,MAR,Waththala,82
NO2,Colombo,2013,MAR,Maradana Railway Station,70
NO2,Colombo,2013,MAR,Colombo District Average,163
NO2,Colombo,2013,APR,Meteorology Department,37
NO2,Colombo,2013,APR,Colombo MC,48
NO2,Colombo,2013,APR,Gangarama Temple,61
NO2,Colombo,2013,APR,Fort Railway Station,84
NO2,Colombo,2013,APR,Gunasinghepura,49
NO2,Colombo,2013,APR,Jethawanaramaya,70
NO2,Colombo,2013,APR,Maligakanda,48
NO2,Colombo,2013,APR,Kelaniya,35
NO2,Colombo,2013,APR,Borella Police Station,61
NO2,Colombo,2013,APR,Ward Place,47
NO2,Colombo,2013,APR,CEA Kotte,26
NO2,Colombo,2013,APR,Kirulapana,30
NO2,Colombo,2013,APR,Dehiwala Junction,44
NO2,Colombo,2013,APR,Nugegoda Town,47
NO2,Colombo,2013,APR,Malabe,18
NO2,Colombo,2013,APR,Peliyagoda,47
NO2,Colombo,2013,APR,Waththala,54
NO2,Colombo,2013,APR,Maradana Railway Station,30
NO2,Colombo,2013,APR,Colombo District Average,83
NO2,Colombo,2013,MAY,Meteorology Department,44
NO2,Colombo,2013,MAY,Colombo MC,29
NO2,Colombo,2013,MAY,Gangarama Temple,37
NO2,Colombo,2013,MAY,Fort Railway Station,48
NO2,Colombo,2013,MAY,Gunasinghepura,40
NO2,Colombo,2013,MAY,Jethawanaramaya,59
NO2,Colombo,2013,MAY,Maligakanda,39
NO2,Colombo,2013,MAY,Kelaniya,28
NO2,Colombo,2013,MAY,Borella Police Station,42
NO2,Colombo,2013,MAY,Ward Place,16
NO2,Colombo,2013,MAY,CEA Kotte,15
NO2,Colombo,2013,MAY,Kirulapana,22
NO2,Colombo,2013,MAY,Dehiwala Junction,16
NO2,Colombo,2013,MAY,Nugegoda Town,22
NO2,Colombo,2013,MAY,Malabe,25
NO2,Colombo,2013,MAY,Peliyagoda,48
NO2,Colombo,2013,MAY,Waththala,49
NO2,Colombo,2013,MAY,Maradana Railway Station,27
NO2,Colombo,2013,MAY,Colombo District Average,46
NO2,Colombo,2013,JUN,Meteorology Department,38
NO2,Colombo,2013,JUN,Colombo MC,25
NO2,Colombo,2013,JUN,Gangarama Temple,32
NO2,Colombo,2013,JUN,Fort Railway Station,42
NO2,Colombo,2013,JUN,Gunasinghepura,35
NO2,Colombo,2013,JUN,Jethawanaramaya,51
NO2,Colombo,2013,JUN,Maligakanda,34
NO2,Colombo,2013,JUN,Kelaniya,24
NO2,Colombo,2013,JUN,Borella Police Station,36
NO2,Colombo,2013,JUN,Ward Place,14
NO2,Colombo,2013,JUN,CEA Kotte,13
NO2,Colombo,2013,JUN,Kirulapana,19
NO2,Colombo,2013,JUN,Dehiwala Junction,14
NO2,Colombo,2013,JUN,Nugegoda Town,19
NO2,Colombo,2013,JUN,Malabe,22
NO2,Colombo,2013,JUN,Peliyagoda,41
NO2,Colombo,2013,JUN,Waththala,42
NO2,Colombo,2013,JUN,Maradana Railway Station,24
NO2,Colombo,2013,JUN,Colombo District Average,40
NO2,Colombo,2013,AUG,Meteorology Department,31
NO2,Colombo,2013,AUG,Colombo MC,36
NO2,Colombo,2013,AUG,Gangarama Temple,37
NO2,Colombo,2013,AUG,Fort Railway Station,25
NO2,Colombo,2013,AUG,Gunasinghepura,64
NO2,Colombo,2013,AUG,Jethawanaramaya,46
NO2,Colombo,2013,AUG,Maligakanda,36
NO2,Colombo,2013,AUG,Kelaniya,38
NO2,Colombo,2013,AUG,Borella Police Station,43
NO2,Colombo,2013,AUG,Ward Place,22
NO2,Colombo,2013,AUG,CEA Kotte,42
NO2,Colombo,2013,AUG,Kirulapana,40
NO2,Colombo,2013,AUG,Dehiwala Junction,27
NO2,Colombo,2013,AUG,Nugegoda Town,40
NO2,Colombo,2013,AUG,Malabe,41
NO2,Colombo,2013,AUG,Peliyagoda,34
NO2,Colombo,2013,AUG,Waththala,40
NO2,Colombo,2013,AUG,Maradana Railway Station,41
NO2,Colombo,2013,AUG,Colombo District Average,56
NO2,Colombo,2013,SEP,Meteorology Department,14
NO2,Colombo,2013,SEP,Colombo MC,22
NO2,Colombo,2013,SEP,Gangarama Temple,30
NO2,Colombo,2013,SEP,Fort Railway Station,34
NO2,Colombo,2013,SEP,Gunasinghepura,33
NO2,Colombo,2013,SEP,Jethawanaramaya,28
NO2,Colombo,2013,SEP,Maligakanda,33
NO2,Colombo,2013,SEP,Kelaniya,32
NO2,Colombo,2013,SEP,Borella Police Station,33
NO2,Colombo,2013,SEP,Ward Place,20
NO2,Colombo,2013,SEP,CEA Kotte,30
NO2,Colombo,2013,SEP,Kirulapana,18
NO2,Colombo,2013,SEP,Dehiwala Junction,24
NO2,Colombo,2013,SEP,Nugegoda Town,31
NO2,Colombo,2013,SEP,Malabe,29
NO2,Colombo,2013,SEP,Peliyagoda,33
NO2,Colombo,2013,SEP,Waththala,37
NO2,Colombo,2013,SEP,Maradana Railway Station,37
NO2,Colombo,2013,SEP,Colombo District Average,35
NO2,Colombo,2013,OCT,Meteorology Department,26
NO2,Colombo,2013,OCT,Colombo MC,22
NO2,Colombo,2013,OCT,Gangarama Temple,22
NO2,Colombo,2013,OCT,Fort Railway Station,43
NO2,Colombo,2013,OCT,Gunasinghepura,24
NO2,Colombo,2013,OCT,Jethawanaramaya,57
NO2,Colombo,2013,OCT,Maligakanda,28
NO2,Colombo,2013,OCT,Kelaniya,43
NO2,Colombo,2013,OCT,Borella Police Station,34
NO2,Colombo,2013,OCT,Ward Place,24
NO2,Colombo,2013,OCT,CEA Kotte,23
NO2,Colombo,2013,OCT,Kirulapana,16
NO2,Colombo,2013,OCT,Dehiwala Junction,27
NO2,Colombo,2013,OCT,Nugegoda Town,34
NO2,Colombo,2013,OCT,Malabe,34
NO2,Colombo,2013,OCT,Peliyagoda,33
NO2,Colombo,2013,OCT,Waththala,39
NO2,Colombo,2013,OCT,Maradana Railway Station,43
NO2,Colombo,2013,OCT,Colombo District Average,58
NO2,Colombo,2013,NOV,Meteorology Department,28
NO2,Colombo,2013,NOV,Colombo MC,50
NO2,Colombo,2013,NOV,Gangarama Temple,34
NO2,Colombo,2013,NOV,Fort Railway Station,53
NO2,Colombo,2013,NOV,Gunasinghepura,25
NO2,Colombo,2013,NOV,Jethawanaramaya,37
NO2,Colombo,2013,NOV,Maligakanda,27
NO2,Colombo,2013,NOV,Kelaniya,33
NO2,Colombo,2013,NOV,Borella Police Station,33
NO2,Colombo,2013,NOV,Ward Place,23
NO2,Colombo,2013,NOV,CEA Kotte,27
NO2,Colombo,2013,NOV,Kirulapana,51
NO2,Colombo,2013,NOV,Dehiwala Junction,55
NO2,Colombo,2013,NOV,Nugegoda Town,43
NO2,Colombo,2013,NOV,Malabe,36
NO2,Colombo,2013,NOV,Peliyagoda,33
NO2,Colombo,2013,NOV,Waththala,33
NO2,Colombo,2013,NOV,Maradana Railway Station,51
NO2,Colombo,2013,NOV,Colombo District Average,67
NO2,Colombo,2013,DEC,Meteorology Department,28
NO2,Colombo,2013,DEC,Colombo MC,47
NO2,Colombo,2013,DEC,Gangarama Temple,37
NO2,Colombo,2013,DEC,Fort Railway Station,50
NO2,Colombo,2013,DEC,Gunasinghepura,33
NO2,Colombo,2013,DEC,Jethawanaramaya,35
NO2,Colombo,2013,DEC,Maligakanda,36
NO2,Colombo,2013,DEC,Kelaniya,30
NO2,Colombo,2013,DEC,Borella Police Station,34
NO2,Colombo,2013,DEC,Ward Place,38
NO2,Colombo,2013,DEC,CEA Kotte,26
NO2,Colombo,2013,DEC,Kirulapana,20
NO2,Colombo,2013,DEC,Dehiwala Junction,41
NO2,Colombo,2013,DEC,Nugegoda Town,44
NO2,Colombo,2013,DEC,Malabe,50
NO2,Colombo,2013,DEC,Peliyagoda,53
NO2,Colombo,2013,DEC,Waththala,77
NO2,Colombo,2013,DEC,Maradana Railway Station,78
NO2,Colombo,2013,DEC,Colombo District Average,78
NO2,Colombo,2014,AVG,Meteorology Department,36
NO2,Colombo,2014,AVG,Colombo MC,34
NO2,Colombo,2014,AVG,Gangarama Temple,35
NO2,Colombo,2014,AVG,Fort Railway Station,51
NO2,Colombo,2014,AVG,Gunasinghepura,44
NO2,Colombo,2014,AVG,Jethawanaramaya,50
NO2,Colombo,2014,AVG,Maligakanda,41
NO2,Colombo,2014,AVG,Kelaniya,38
NO2,Colombo,2014,AVG,Borella Police Station,45
NO2,Colombo,2014,AVG,Ward Place,28
NO2,Colombo,2014,AVG,CEA Kotte,25
NO2,Colombo,2014,AVG,Kirulapana,23
NO2,Colombo,2014,AVG,Dehiwala Junction,36
NO2,Colombo,2014,AVG,Nugegoda Town,44
NO2,Colombo,2014,AVG,Malabe,33
NO2,Colombo,2014,AVG,Peliyagoda,41
NO2,Colombo,2014,AVG,Waththala,49
NO2,Colombo,2014,AVG,Maradana Railway Station,43
NO2,Colombo,2014,AVG,Colombo District Average,76
NO2,Colombo,2014,JAN,Meteorology Department,36
NO2,Colombo,2014,JAN,Colombo MC,70
NO2,Colombo,2014,JAN,Gangarama Temple,48
NO2,Colombo,2014,JAN,Fort Railway Station,58
NO2,Colombo,2014,JAN,Gunasinghepura,50
NO2,Colombo,2014,JAN,Jethawanaramaya,68
NO2,Colombo,2014,JAN,Maligakanda,49
NO2,Colombo,2014,JAN,Kelaniya,60
NO2,Colombo,2014,JAN,Borella Police Station,70
NO2,Colombo,2014,JAN,Ward Place,51
NO2,Colombo,2014,JAN,CEA Kotte,40
NO2,Colombo,2014,JAN,Kirulapana,30
NO2,Colombo,2014,JAN,Dehiwala Junction,50
NO2,Colombo,2014,JAN,Nugegoda Town,53
NO2,Colombo,2014,JAN,Malabe,58
NO2,Colombo,2014,JAN,Peliyagoda,56
NO2,Colombo,2014,JAN,Waththala,51
NO2,Colombo,2014,JAN,Maradana Railway Station,65
NO2,Colombo,2014,JAN,Colombo District Average,71
NO2,Colombo,2014,FEB,Meteorology Department,34
NO2,Colombo,2014,FEB,Colombo MC,65
NO2,Colombo,2014,FEB,Gangarama Temple,45
NO2,Colombo,2014,FEB,Fort Railway Station,54
NO2,Colombo,2014,FEB,Gunasinghepura,46
NO2,Colombo,2014,FEB,Jethawanaramaya,63
NO2,Colombo,2014,FEB,Maligakanda,46
NO2,Colombo,2014,FEB,Kelaniya,56
NO2,Colombo,2014,FEB,Borella Police Station,65
NO2,Colombo,2014,FEB,Ward Place,47
NO2,Colombo,2014,FEB,CEA Kotte,37
NO2,Colombo,2014,FEB,Kirulapana,28
NO2,Colombo,2014,FEB,Dehiwala Junction,47
NO2,Colombo,2014,FEB,Nugegoda Town,50
NO2,Colombo,2014,FEB,Malabe,54
NO2,Colombo,2014,FEB,Peliyagoda,53
NO2,Colombo,2014,FEB,Waththala,48
NO2,Colombo,2014,FEB,Maradana Railway Station,60
NO2,Colombo,2014,FEB,Colombo District Average,67
NO2,Colombo,2014,MAR,Meteorology Department,34
NO2,Colombo,2014,MAR,Colombo MC,48
NO2,Colombo,2014,MAR,Gangarama Temple,30
NO2,Colombo,2014,MAR,Fort Railway Station,57
NO2,Colombo,2014,MAR,Gunasinghepura,34
NO2,Colombo,2014,MAR,Jethawanaramaya,48
NO2,Colombo,2014,MAR,Maligakanda,34
NO2,Colombo,2014,MAR,Kelaniya,34
NO2,Colombo,2014,MAR,Borella Police Station,49
NO2,Colombo,2014,MAR,Ward Place,32
NO2,Colombo,2014,MAR,CEA Kotte,30
NO2,Colombo,2014,MAR,Kirulapana,26
NO2,Colombo,2014,MAR,Dehiwala Junction,37
NO2,Colombo,2014,MAR,Nugegoda Town,21
NO2,Colombo,2014,MAR,Malabe,69
NO2,Colombo,2014,MAR,Peliyagoda,49
NO2,Colombo,2014,MAR,Waththala,45
NO2,Colombo,2014,MAR,Maradana Railway Station,52
NO2,Colombo,2014,MAR,Colombo District Average,62
NO2,Colombo,2014,APR,Meteorology Department,25
NO2,Colombo,2014,APR,Colombo MC,28
NO2,Colombo,2014,APR,Gangarama Temple,32
NO2,Colombo,2014,APR,Fort Railway Station,47
NO2,Colombo,2014,APR,Gunasinghepura,32
NO2,Colombo,2014,APR,Jethawanaramaya,10
NO2,Colombo,2014,APR,Maligakanda,39
NO2,Colombo,2014,APR,Kelaniya,28
NO2,Colombo,2014,APR,Borella Police Station,28
NO2,Colombo,2014,APR,Ward Place,27
NO2,Colombo,2014,APR,CEA Kotte,23
NO2,Colombo,2014,APR,Kirulapana,17
NO2,Colombo,2014,APR,Dehiwala Junction,29
NO2,Colombo,2014,APR,Nugegoda Town,23
NO2,Colombo,2014,APR,Malabe,35
NO2,Colombo,2014,APR,Peliyagoda,41
NO2,Colombo,2014,APR,Waththala,43
NO2,Colombo,2014,APR,Maradana Railway Station,45
NO2,Colombo,2014,APR,Colombo District Average,59
NO2,Colombo,2014,MAY,Meteorology Department,30
NO2,Colombo,2014,MAY,Colombo MC,21
NO2,Colombo,2014,MAY,Gangarama Temple,19
NO2,Colombo,2014,MAY,Fort Railway Station,36
NO2,Colombo,2014,MAY,Gunasinghepura,26
NO2,Colombo,2014,MAY,Jethawanaramaya,9
NO2,Colombo,2014,MAY,Maligakanda,39
NO2,Colombo,2014,MAY,Kelaniya,19
NO2,Colombo,2014,MAY,Borella Police Station,33
NO2,Colombo,2014,MAY,Ward Place,18
NO2,Colombo,2014,MAY,CEA Kotte,22
NO2,Colombo,2014,MAY,Kirulapana,21
NO2,Colombo,2014,MAY,Dehiwala Junction,34
NO2,Colombo,2014,MAY,Nugegoda Town,20
NO2,Colombo,2014,MAY,Malabe,24
NO2,Colombo,2014,MAY,Peliyagoda,52
NO2,Colombo,2014,MAY,Waththala,73
NO2,Colombo,2014,MAY,Maradana Railway Station,48
NO2,Colombo,2014,MAY,Colombo District Average,49
NO2,Colombo,2014,JUN,Meteorology Department,27
NO2,Colombo,2014,JUN,Colombo MC,19
NO2,Colombo,2014,JUN,Gangarama Temple,17
NO2,Colombo,2014,JUN,Fort Railway Station,32
NO2,Colombo,2014,JUN,Gunasinghepura,23
NO2,Colombo,2014,JUN,Jethawanaramaya,8
