pollutant,urban_area,year,month,station,value_ug_m3
NO2,Gampaha,2014,AVG,Gampaha District Average,42
NO2,Gampaha,2014,JAN,Kirindiwita,24
NO2,Gampaha,2014,JAN,Pahalagama,34
NO2,Gampaha,2014,JAN,Asgiriya,17
NO2,Gampaha,2014,JAN,Oruthota Road,53
NO2,Gampaha,2014,JAN,Oruthota,38
NO2,Gampaha,2014,JAN,Gampaha Railway,53
NO2,Gampaha,2014,JAN,Gampaha Police Station,42
NO2,Gampaha,2014,JAN,Vilabada Road,16
NO2,Gampaha,2014,JAN,Gampaha Hospital,50
NO2,Gampaha,2014,JAN,Miriswaththa,70
NO2,Gampaha,2014,JAN,Gampaha District Average,25
NO2,Gampaha,2014,FEB,Kirindiwita,22
NO2,Gampaha,2014,FEB,Pahalagama,31
NO2,Gampaha,2014,FEB,Asgiriya,16
NO2,Gampaha,2014,FEB,Oruthota Road,49
NO2,Gampaha,2014,FEB,Oruthota,36
NO2,Gampaha,2014,FEB,Gampaha Railway,49
NO2,Gampaha,2014,FEB,Gampaha Police Station,39
NO2,Gampaha,2014,FEB,Vilabada Road,15
NO2,Gampaha,2014,FEB,Gampaha Hospital,47
NO2,Gampaha,2014,FEB,Miriswaththa,65
NO2,Gampaha,2014,FEB,Gampaha District Average,23
NO2,Gampaha,2014,MAY,Kirindiwita,12
NO2,Gampaha,2014,MAY,Pahalagama,10
NO2,Gampaha,2014,MAY,Asgiriya,25
NO2,Gampaha,2014,MAY,Oruthota Road,15
NO2,Gampaha,2014,MAY,Oruthota,20
NO2,Gampaha,2014,MAY,Gampaha Railway,33
NO2,Gampaha,2014,MAY,Gampaha Police Station,43
NO2,Gampaha,2014,MAY,Vilabada Road,15
NO2,Gampaha,2014,MAY,Gampaha Hospital,29
NO2,Gampaha,2014,MAY,Miriswaththa,57
NO2,Gampaha,2014,MAY,Gampaha District Average,15
NO2,Gampaha,2014,JUN,Kirindiwita,11
NO2,Gampaha,2014,JUN,Pahalagama,9
NO2,Gampaha,2014,JUN,Asgiriya,22
NO2,Gampaha,2014,JUN,Oruthota Road,13
NO2,Gampaha,2014,JUN,Oruthota,18
NO2,Gampaha,2014,JUN,Gampaha Railway,29
NO2,Gampaha,2014,JUN,Gampaha Police Station,38
NO2,Gampaha,2014,JUN,Vilabada Road,13
NO2,Gampaha,2014,JUN,Gampaha Hospital,26
NO2,Gampaha,2014,JUN,Miriswaththa,51
NO2,Gampaha,2014,JUN,Gampaha District Average,14
NO2,Gampaha,2014,JUL,Kirindiwita,8
NO2,Gampaha,2014,JUL,Pahalagama,21
NO2,Gampaha,2014,JUL,Asgiriya,12
NO2,Gampaha,2014,JUL,Oruthota Road,25
NO2,Gampaha,2014,JUL,Oruthota,18
NO2,Gampaha,2014,JUL,Gampaha Railway,30
NO2,Gampaha,2014,JUL,Gampaha Police Station,27
NO2,Gampaha,2014,JUL,Vilabada Road,12
NO2,Gampaha,2014,JUL,Gampaha Hospital,29
NO2,Gampaha,2014,JUL,Miriswaththa,39
NO2,Gampaha,2014,JUL,Gampaha District Average,12
NO2,Gampaha,2014,AUG,Kirindiwita,12
NO2,Gampaha,2014,AUG,Pahalagama,23
NO2,Gampaha,2014,AUG,Asgiriya,20
NO2,Gampaha,2014,AUG,Oruthota Road,15
NO2,Gampaha,2014,AUG,Oruthota,18
NO2,Gampaha,2014,AUG,Gampaha Railway,32
NO2,Gampaha,2014,AUG,Gampaha Police Station,26
NO2,Gampaha,2014,AUG,Vilabada Road,15
NO2,Gampaha,2014,AUG,Gampaha Hospital,32
NO2,Gampaha,2014,AUG,Miriswaththa,17
NO2,Gampaha,2014,AUG,Gampaha District Average,49
NO2,Gampaha,2014,SEP,Kirindiwita,24
NO2,Gampaha,2014,SEP,Pahalagama,46
NO2,Gampaha,2014,SEP,Asgiriya,39
NO2,Gampaha,2014,SEP,Oruthota Road,31
NO2,Gampaha,2014,SEP,Oruthota,35
NO2,Gampaha,2014,SEP,Gampaha Railway,63
NO2,Gampaha,2014,SEP,Gampaha Police Station,51
NO2,Gampaha,2014,SEP,Vilabada Road,30
NO2,Gampaha,2014,SEP,Gampaha Hospital,64
NO2,Gampaha,2014,SEP,Miriswaththa,33
NO2,Gampaha,2014,SEP,Gampaha District Average,38
NO2,Gampaha,2014,OCT,Kirindiwita,13
NO2,Gampaha,2014,OCT,Pahalagama,32
NO2,Gampaha,2014,OCT,Asgiriya,14
NO2,Gampaha,2014,OCT,Oruthota Road,26
NO2,Gampaha,2014,OCT,Oruthota,19
NO2,Gampaha,2014,OCT,Gampaha Railway,35
NO2,Gampaha,2014,OCT,Gampaha Police Station,28
NO2,Gampaha,2014,OCT,Vilabada Road,12
NO2,Gampaha,2014,OCT,Gampaha Hospital,37
NO2,Gampaha,2014,OCT,Miriswaththa,56
NO2,Gampaha,2014,OCT,Gampaha District Average,18
NO2,Gampaha,2014,NOV,Kirindiwita,21
NO2,Gampaha,2014,NOV,Pahalagama,13
NO2,Gampaha,2014,NOV,Asgiriya,20
NO2,Gampaha,2014,NOV,Oruthota Road,54
NO2,Gampaha,2014,NOV,Oruthota,34
NO2,Gampaha,2014,NOV,Gampaha Railway,47
NO2,Gampaha,2014,NOV,Gampaha Police Station,42
NO2,Gampaha,2014,NOV,Vilabada Road,8
NO2,Gampaha,2014,NOV,Gampaha Hospital,49
NO2,Gampaha,2014,NOV,Miriswaththa,21
NO2,Gampaha,2014,NOV,Gampaha District Average,79
NO2,Gampaha,2014,DEC,Kirindiwita,25
NO2,Gampaha,2014,DEC,Pahalagama,15
NO2,Gampaha,2014,DEC,Asgiriya,23
NO2,Gampaha,2014,DEC,Oruthota Road,62
NO2,Gampaha,2014,DEC,Oruthota,39
NO2,Gampaha,2014,DEC,Gampaha Railway,54
NO2,Gampaha,2014,DEC,Gampaha Police Station,48
NO2,Gampaha,2014,DEC,Vilabada Road,9
NO2,Gampaha,2014,DEC,Gampaha Hospital,56
NO2,Gampaha,2014,DEC,Miriswaththa,24
NO2,Gampaha,2014,DEC,Gampaha District Average,90
NO2,Gampaha,2015,AVG,Kirindiwita,17
NO2,Gampaha,2015,AVG,Pahalagama,24
NO2,Gampaha,2015,AVG,Asgiriya,20
NO2,Gampaha,2015,AVG,Oruthota Road,35
NO2,Gampaha,2015,AVG,Oruthota,28
NO2,Gampaha,2015,AVG,Gampaha Railway,42
NO2,Gampaha,2015,AVG,Gampaha Police Station,38
NO2,Gampaha,2015,AVG,Vilabada Road,15
NO2,Gampaha,2015,AVG,Gampaha Hospital,41
NO2,Gampaha,2015,AVG,Miriswaththa,47
NO2,Gampaha,2015,AVG,Gampaha District Average,33
NO2,Gampaha,2015,JAN,Kirindiwita,15
NO2,Gampaha,2015,JAN,Pahalagama,41
NO2,Gampaha,2015,JAN,Asgiriya,8
NO2,Gampaha,2015,JAN,Oruthota Road,32
NO2,Gampaha,2015,JAN,Oruthota,21
NO2,Gampaha,2015,JAN,Gampaha Railway,32
NO2,Gampaha,2015,JAN,Gampaha Police Station,20
NO2,Gampaha,2015,JAN,Vilabada Road,18
NO2,Gampaha,2015,JAN,Gampaha Hospital,33
NO2,Gampaha,2015,JAN,Miriswaththa,15
NO2,Gampaha,2015,JAN,Gampaha District Average,65
NO2,Gampaha,2015,FEB,Kirindiwita,32
NO2,Gampaha,2015,FEB,Pahalagama,33
NO2,Gampaha,2015,FEB,Asgiriya,11
NO2,Gampaha,2015,FEB,Oruthota Road,38
NO2,Gampaha,2015,FEB,Oruthota,32
NO2,Gampaha,2015,FEB,Gampaha Railway,21
NO2,Gampaha,2015,FEB,Gampaha Police Station,30
NO2,Gampaha,2015,FEB,Vilabada Road,14
NO2,Gampaha,2015,FEB,Gampaha Hospital,71
NO2,Gampaha,2015,FEB,Miriswaththa,29
NO2,Gampaha,2015,FEB,Gampaha District Average,28
NO2,Gampaha,2015,MAR,Kirindiwita,18
NO2,Gampaha,2015,MAR,Pahalagama,45
NO2,Gampaha,2015,MAR,Asgiriya,17
NO2,Gampaha,2015,MAR,Oruthota Road,45
NO2,Gampaha,2015,MAR,Oruthota,32
NO2,Gampaha,2015,MAR,Gampaha Railway,40
NO2,Gampaha,2015,MAR,Gampaha Police Station,42
NO2,Gampaha,2015,MAR,Vilabada Road,17
NO2,Gampaha,2015,MAR,Gampaha Hospital,43
NO2,Gampaha,2015,MAR,Miriswaththa,22
NO2,Gampaha,2015,MAR,Gampaha District Average,63
NO2,Gampaha,2015,APR,Kirindiwita,16
NO2,Gampaha,2015,APR,Pahalagama,33
NO2,Gampaha,2015,APR,Asgiriya,18
NO2,Gampaha,2015,APR,Oruthota Road,37
NO2,Gampaha,2015,APR,Oruthota,22
NO2,Gampaha,2015,APR,Gampaha Railway,38
NO2,Gampaha,2015,APR,Gampaha Police Station,33
NO2,Gampaha,2015,APR,Vilabada Road,16
NO2,Gampaha,2015,APR,Gampaha Hospital,31
NO2,Gampaha,2015,APR,Miriswaththa,18
NO2,Gampaha,2015,APR,Gampaha District Average,56
NO2,Gampaha,2015,MAY,Kirindiwita,14
NO2,Gampaha,2015,MAY,Pahalagama,17
NO2,Gampaha,2015,MAY,Asgiriya,12
NO2,Gampaha,2015,MAY,Oruthota Road,33
NO2,Gampaha,2015,MAY,Oruthota,24
NO2,Gampaha,2015,MAY,Gampaha Railway,46
NO2,Gampaha,2015,MAY,Gampaha Police Station,32
NO2,Gampaha,2015,MAY,Vilabada Road,18
NO2,Gampaha,2015,MAY,Gampaha Hospital,22
NO2,Gampaha,2015,MAY,Miriswaththa,25
NO2,Gampaha,2015,MAY,Gampaha District Average,68
NO2,Gampaha,2015,JUN,Kirindiwita,11
NO2,Gampaha,2015,JUN,Pahalagama,22
NO2,Gampaha,2015,JUN,Asgiriya,15
NO2,Gampaha,2015,JUN,Oruthota Road,31
NO2,Gampaha,2015,JUN,Oruthota,23
NO2,Gampaha,2015,JUN,Gampaha Railway,36
NO2,Gampaha,2015,JUN,Gampaha Police Station,46
NO2,Gampaha,2015,JUN,Vilabada Road,14
NO2,Gampaha,2015,JUN,Gampaha Hospital,30
NO2,Gampaha,2015,JUN,Miriswaththa,29
NO2,Gampaha,2015,JUN,Gampaha District Average,47
NO2,Gampaha,2015,AUG,Kirindiwita,9
NO2,Gampaha,2015,AUG,Pahalagama,27
NO2,Gampaha,2015,AUG,Asgiriya,14
NO2,Gampaha,2015,AUG,Oruthota Road,33
NO2,Gampaha,2015,AUG,Oruthota,20
NO2,Gampaha,2015,AUG,Gampaha Railway,33
NO2,Gampaha,2015,AUG,Gampaha Police Station,23
NO2,Gampaha,2015,AUG,Vilabada Road,22
NO2,Gampaha,2015,AUG,Gampaha Hospital,23
NO2,Gampaha,2015,AUG,Miriswaththa,22
NO2,Gampaha,2015,AUG,Gampaha District Average,42
NO2,Gampaha,2015,SEP,Kirindiwita,14
NO2,Gampaha,2015,SEP,Pahalagama,34
NO2,Gampaha,2015,SEP,Asgiriya,17
NO2,Gampaha,2015,SEP,Oruthota Road,33
NO2,Gampaha,2015,SEP,Oruthota,25
NO2,Gampaha,2015,SEP,Gampaha Railway,40
NO2,Gampaha,2015,SEP,Gampaha Police Station,21
NO2,Gampaha,2015,SEP,Vilabada Road,35
NO2,Gampaha,2015,SEP,Gampaha Hospital,40
NO2,Gampaha,2015,SEP,Miriswaththa,57
NO2,Gampaha,2015,SEP,Gampaha District Average,41
NO2,Gampaha,2015,OCT,Kirindiwita,17
NO2,Gampaha,2015,OCT,Pahalagama,38
NO2,Gampaha,2015,OCT,Asgiriya,19
NO2,Gampaha,2015,OCT,Oruthota Road,38
NO2,Gampaha,2015,OCT,Oruthota,29
NO2,Gampaha,2015,OCT,Gampaha Railway,40
NO2,Gampaha,2015,OCT,Gampaha Police Station,16
NO2,Gampaha,2015,OCT,Vilabada Road,18
NO2,Gampaha,2015,OCT,Gampaha Hospital,41
NO2,Gampaha,2015,OCT,Miriswaththa,54
NO2,Gampaha,2015,OCT,Gampaha District Average,20
NO2,Gampaha,2015,NOV,Kirindiwita,14
NO2,Gampaha,2015,NOV,Pahalagama,27
NO2,Gampaha,2015,NOV,Asgiriya,14
NO2,Gampaha,2015,NOV,Oruthota Road,27
NO2,Gampaha,2015,NOV,Oruthota,20
NO2,Gampaha,2015,NOV,Gampaha Railway,29
NO2,Gampaha,2015,NOV,Gampaha Police Station,12
NO2,Gampaha,2015,NOV,Vilabada Road,13
NO2,Gampaha,2015,NOV,Gampaha Hospital,29
NO2,Gampaha,2015,NOV,Miriswaththa,36
NO2,Gampaha,2015,NOV,Gampaha District Average,15
NO2,Gampaha,2015,DEC,Kirindiwita,24
NO2,Gampaha,2015,DEC,Pahalagama,42
NO2,Gampaha,2015,DEC,Asgiriya,21
NO2,Gampaha,2015,DEC,Oruthota Road,46
NO2,Gampaha,2015,DEC,Oruthota,30
NO2,Gampaha,2015,DEC,Gampaha Railway,38
NO2,Gampaha,2015,DEC,Gampaha Police Station,29
NO2,Gampaha,2015,DEC,Vilabada Road,27
NO2,Gampaha,2015,DEC,Gampaha Hospital,34
NO2,Gampaha,2015,DEC,Miriswaththa,58
NO2,Gampaha,2015,DEC,Gampaha District Average,20
NO2,Gampaha,2016,AVG,Kirindiwita,16
NO2,Gampaha,2016,AVG,Pahalagama,33
NO2,Gampaha,2016,AVG,Asgiriya,15
NO2,Gampaha,2016,AVG,Oruthota Road,36
NO2,Gampaha,2016,AVG,Oruthota,25
NO2,Gampaha,2016,AVG,Gampaha Railway,36
NO2,Gampaha,2016,AVG,Gampaha Police Station,28
NO2,Gampaha,2016,AVG,Vilabada Road,19
NO2,Gampaha,2016,AVG,Gampaha Hospital,36
NO2,Gampaha,2016,AVG,Miriswaththa,35
NO2,Gampaha,2016,AVG,Gampaha District Average,43
NO2,Gampaha,2016,JAN,Kirindiwita,34
NO2,Gampaha,2016,JAN,Pahalagama,45
NO2,Gampaha,2016,JAN,Asgiriya,20
NO2,Gampaha,2016,JAN,Oruthota Road,48
NO2,Gampaha,2016,JAN,Oruthota,40
NO2,Gampaha,2016,JAN,Gampaha Railway,43
NO2,Gampaha,2016,JAN,Gampaha Police Station,41
NO2,Gampaha,2016,JAN,Vilabada Road,22
NO2,Gampaha,2016,JAN,Gampaha Hospital,47
NO2,Gampaha,2016,JAN,Miriswaththa,33
NO2,Gampaha,2016,JAN,Gampaha District Average,61
NO2,Gampaha,2016,FEB,Kirindiwita,26
NO2,Gampaha,2016,FEB,Pahalagama,44
NO2,Gampaha,2016,FEB,Asgiriya,23
NO2,Gampaha,2016,FEB,Oruthota Road,49
NO2,Gampaha,2016,FEB,Oruthota,46
NO2,Gampaha,2016,FEB,Gampaha Railway,46
NO2,Gampaha,2016,FEB,Gampaha Police Station,41
NO2,Gampaha,2016,FEB,Vilabada Road,27
NO2,Gampaha,2016,FEB,Gampaha Hospital,53
NO2,Gampaha,2016,FEB,Miriswaththa,23
NO2,Gampaha,2016,FEB,Gampaha District Average,69
NO2,Gampaha,2016,MAR,Kirindiwita,19
NO2,Gampaha,2016,MAR,Pahalagama,42
NO2,Gampaha,2016,MAR,Asgiriya,14
NO2,Gampaha,2016,MAR,Oruthota Road,31
NO2,Gampaha,2016,MAR,Oruthota,47
NO2,Gampaha,2016,MAR,Gampaha Railway,40
NO2,Gampaha,2016,MAR,Gampaha Police Station,38
NO2,Gampaha,2016,MAR,Vilabada Road,18
NO2,Gampaha,2016,MAR,Gampaha Hospital,42
NO2,Gampaha,2016,MAR,Miriswaththa,22
NO2,Gampaha,2016,MAR,Gampaha District Average,67
NO2,Gampaha,2016,APR,Kirindiwita,17
NO2,Gampaha,2016,APR,Pahalagama,38
NO2,Gampaha,2016,APR,Asgiriya,17
NO2,Gampaha,2016,APR,Oruthota Road,29
NO2,Gampaha,2016,APR,Oruthota,48
NO2,Gampaha,2016,APR,Gampaha Railway,40
NO2,Gampaha,2016,APR,Gampaha Police Station,30
NO2,Gampaha,2016,APR,Vilabada Road,25
NO2,Gampaha,2016,APR,Gampaha Hospital,41
NO2,Gampaha,2016,APR,Miriswaththa,21
NO2,Gampaha,2016,APR,Gampaha District Average,54
NO2,Gampaha,2016,MAY,Kirindiwita,14
NO2,Gampaha,2016,MAY,Pahalagama,17
NO2,Gampaha,2016,MAY,Asgiriya,9
NO2,Gampaha,2016,MAY,Oruthota Road,37
NO2,Gampaha,2016,MAY,Oruthota,27
NO2,Gampaha,2016,MAY,Gampaha Railway,39
NO2,Gampaha,2016,MAY,Gampaha Police Station,34
NO2,Gampaha,2016,MAY,Vilabada Road,20
NO2,Gampaha,2016,MAY,Gampaha Hospital,42
NO2,Gampaha,2016,MAY,Miriswaththa,22
NO2,Gampaha,2016,MAY,Gampaha District Average,69
NO2,Gampaha,2016,JUN,Kirindiwita,14
NO2,Gampaha,2016,JUN,Pahalagama,28
NO2,Gampaha,2016,JUN,Asgiriya,17
NO2,Gampaha,2016,JUN,Oruthota Road,33
NO2,Gampaha,2016,JUN,Oruthota,32
NO2,Gampaha,2016,JUN,Gampaha Railway,37
NO2,Gampaha,2016,JUN,Gampaha Police Station,32
NO2,Gampaha,2016,JUN,Vilabada Road,18
NO2,Gampaha,2016,JUN,Gampaha Hospital,37
NO2,Gampaha,2016,JUN,Miriswaththa,22
NO2,Gampaha,2016,JUN,Gampaha District Average,57
NO2,Gampaha,2016,AUG,Kirindiwita,12
NO2,Gampaha,2016,AUG,Pahalagama,34
NO2,Gampaha,2016,AUG,Asgiriya,22
NO2,Gampaha,2016,AUG,Oruthota Road,37
NO2,Gampaha,2016,AUG,Oruthota,25
NO2,Gampaha,2016,AUG,Gampaha Railway,37
NO2,Gampaha,2016,AUG,Gampaha Police Station,32
NO2,Gampaha,2016,AUG,Vilabada Road,17
NO2,Gampaha,2016,AUG,Gampaha Hospital,35
NO2,Gampaha,2016,AUG,Miriswaththa,20
NO2,Gampaha,2016,AUG,Gampaha District Average,50
NO2,Gampaha,2016,SEP,Kirindiwita,13
NO2,Gampaha,2016,SEP,Pahalagama,31
NO2,Gampaha,2016,SEP,Asgiriya,27
NO2,Gampaha,2016,SEP,Oruthota Road,31
NO2,Gampaha,2016,SEP,Oruthota,20
NO2,Gampaha,2016,SEP,Gampaha Railway,35
NO2,Gampaha,2016,SEP,Gampaha Police Station,28
NO2,Gampaha,2016,SEP,Vilabada Road,17
NO2,Gampaha,2016,SEP,Gampaha Hospital,29
NO2,Gampaha,2016,SEP,Miriswaththa,18
NO2,Gampaha,2016,SEP,Gampaha District Average,50
NO2,Gampaha,2016,OCT,Kirindiwita,16
NO2,Gampaha,2016,OCT,Pahalagama,33
NO2,Gampaha,2016,OCT,Asgiriya,12
NO2,Gampaha,2016,OCT,Oruthota Road,39
NO2,Gampaha,2016,OCT,Oruthota,23
NO2,Gampaha,2016,OCT,Gampaha Railway,38
NO2,Gampaha,2016,OCT,Gampaha Police Station,30
NO2,Gampaha,2016,OCT,Vilabada Road,23
NO2,Gampaha,2016,OCT,Gampaha Hospital,32
NO2,Gampaha,2016,OCT,Miriswaththa,19
NO2,Gampaha,2016,OCT,Gampaha District Average,59
NO2,Gampaha,2016,NOV,Kirindiwita,19
NO2,Gampaha,2016,NOV,Pahalagama,38
NO2,Gampaha,2016,NOV,Asgiriya,15
NO2,Gampaha,2016,NOV,Oruthota Road,39
NO2,Gampaha,2016,NOV,Oruthota,27
NO2,Gampaha,2016,NOV,Gampaha Railway,39
NO2,Gampaha,2016,NOV,Gampaha Police Station,33
NO2,Gampaha,2016,NOV,Vilabada Road,24
NO2,Gampaha,2016,NOV,Gampaha Hospital,44
NO2,Gampaha,2016,NOV,Miriswaththa,27
NO2,Gampaha,2016,NOV,Gampaha District Average,44
NO2,Gampaha,2016,DEC,Kirindiwita,27
NO2,Gampaha,2016,DEC,Pahalagama,48
NO2,Gampaha,2016,DEC,Asgiriya,31
NO2,Gampaha,2016,DEC,Oruthota Road,40
NO2,Gampaha,2016,DEC,Oruthota,37
NO2,Gampaha,2016,DEC,Gampaha Railway,46
NO2,Gampaha,2016,DEC,Gampaha Police Station,33
NO2,Gampaha,2016,DEC,Vilabada Road,24
NO2,Gampaha,2016,DEC,Gampaha Hospital,44
NO2,Gampaha,2016,DEC,Miriswaththa,27
NO2,Gampaha,2016,DEC,Gampaha District Average,48
NO2,Gampaha,2017,AVG,Kirindiwita,18
NO2,Gampaha,2017,AVG,Pahalagama,36
NO2,Gampaha,2017,AVG,Asgiriya,19
NO2,Gampaha,2017,AVG,Oruthota Road,36
NO2,Gampaha,2017,AVG,Oruthota,33
NO2,Gampaha,2017,AVG,Gampaha Railway,40
NO2,Gampaha,2017,AVG,Gampaha Police Station,33
NO2,Gampaha,2017,AVG,Vilabada Road,21
NO2,Gampaha,2017,AVG,Gampaha Hospital,40
NO2,Gampaha,2017,AVG,Miriswaththa,23
NO2,Gampaha,2017,AVG,Gampaha District Average,57
NO2,Kaluthara,,JAN,Aluthgama,5
NO2,Kaluthara,,JAN,Kaluthara Bodiya Car Park,24
NO2,Kaluthara,,JAN,Palathota Junction,5
NO2,Kaluthara,,JAN,Nagoda Junction,41
NO2,Kaluthara,,JAN,Katukurunda Junction,26
NO2,Kaluthara,,JAN,Kaluthara Urban Council,98
NO2,Kaluthara,,JAN,Kaluthara District Average,21
NO2,Kaluthara,,FEB,Aluthgama,23
NO2,Kaluthara,,FEB,Kaluthara Bodiya Car Park,38
NO2,Kaluthara,,FEB,Palathota Junction,20
NO2,Kaluthara,,FEB,Nagoda Junction,42
NO2,Kaluthara,,FEB,Katukurunda Junction,29
NO2,Kaluthara,,FEB,Kaluthara Urban Council,93
NO2,Kaluthara,,FEB,Kaluthara District Average,48
NO2,Kaluthara,,MAR,Aluthgama,19
NO2,Kaluthara,,MAR,Kaluthara Bodiya Car Park,41
NO2,Kaluthara,,MAR,Palathota Junction,19
NO2,Kaluthara,,MAR,Nagoda Junction,47
NO2,Kaluthara,,MAR,Katukurunda Junction,39
NO2,Kaluthara,,MAR,Kaluthara Urban Council,88
NO2,Kaluthara,,MAR,Kaluthara District Average,44
NO2,Kaluthara,,APR,Aluthgama,35
NO2,Kaluthara,,APR,Kaluthara Bodiya Car Park,64
NO2,Kaluthara,,APR,Palathota Junction,30
NO2,Kaluthara,,APR,Nagoda Junction,64
NO2,Kaluthara,,APR,Katukurunda Junction,52
NO2,Kaluthara,,APR,Kaluthara Urban Council,83
NO2,Kaluthara,,APR,Kaluthara District Average,62
NO2,Kaluthara,,MAY,Aluthgama,22
NO2,Kaluthara,,MAY,Kaluthara Bodiya Car Park,41
NO2,Kaluthara,,MAY,Palathota Junction,23
NO2,Kaluthara,,MAY,Nagoda Junction,25
NO2,Kaluthara,,MAY,Katukurunda Junction,40
NO2,Kaluthara,,MAY,Kaluthara Urban Council,88
NO2,Kaluthara,,MAY,Kaluthara District Average,50
NO2,Kaluthara,,JUN,Aluthgama,21
NO2,Kaluthara,,JUN,Kaluthara Bodiya Car Park,52
NO2,Kaluthara,,JUN,Palathota Junction,27
NO2,Kaluthara,,JUN,Nagoda Junction,67
NO2,Kaluthara,,JUN,Katukurunda Junction,68
NO2,Kaluthara,,JUN,Kaluthara Urban Council,65
NO2,Kaluthara,,JUN,Kaluthara District Average,46
NO2,Kaluthara,,AUG,Aluthgama,19
NO2,Kaluthara,,AUG,Kaluthara Bodiya Car Park,39
NO2,Kaluthara,,AUG,Palathota Junction,22
NO2,Kaluthara,,AUG,Nagoda Junction,53
NO2,Kaluthara,,AUG,Katukurunda Junction,50
NO2,Kaluthara,,AUG,Kaluthara Urban Council,57
NO2,Kaluthara,,AUG,Kaluthara District Average,48
NO2,Kaluthara,,SEP,Aluthgama,21
NO2,Kaluthara,,SEP,Kaluthara Bodiya Car Park,55
NO2,Kaluthara,,SEP,Palathota Junction,23
NO2,Kaluthara,,SEP,Nagoda Junction,83
NO2,Kaluthara,,SEP,Katukurunda Junction,32
NO2,Kaluthara,,SEP,Kaluthara Urban Council,59
NO2,Kaluthara,,SEP,Kaluthara District Average,54
NO2,Kaluthara,,OCT,Aluthgama,28
NO2,Kaluthara,,OCT,Kaluthara Bodiya Car Park,52
NO2,Kaluthara,,OCT,Palathota Junction,28
NO2,Kaluthara,,OCT,Nagoda Junction,81
NO2,Kaluthara,,OCT,Katukurunda Junction,47
NO2,Kaluthara,,OCT,Kaluthara Urban Council,89
NO2,Kaluthara,,OCT,Kaluthara District Average,69
NO2,Kaluthara,,NOV,Aluthgama,32
NO2,Kaluthara,,NOV,Kaluthara Bodiya Car Park,42
NO2,Kaluthara,,NOV,Palathota Junction,26
NO2,Kaluthara,,NOV,Nagoda Junction,82
NO2,Kaluthara,,NOV,Katukurunda Junction,50
NO2,Kaluthara,,NOV,Kaluthara Urban Council,48
NO2,Kaluthara,,NOV,Kaluthara District Average,59
NO2,Kaluthara,,DEC,Aluthgama,20
NO2,Kaluthara,,DEC,Kaluthara Bodiya Car Park,45
NO2,Kaluthara,,DEC,Palathota Junction,23
NO2,Kaluthara,,DEC,Nagoda Junction,50
NO2,Kaluthara,,DEC,Katukurunda Junction,60
NO2,Kaluthara,,DEC,Kaluthara Urban Council,29
NO2,Kaluthara,,DEC,Kaluthara District Average,37
NO2,Kaluthara,2013,AVG,Aluthgama,22
NO2,Kaluthara,2013,AVG,Kaluthara Bodiya Car Park,45
NO2,Kaluthara,2013,AVG,Palathota Junction,22
NO2,Kaluthara,2013,AVG,Nagoda Junction,58
NO2,Kaluthara,2013,AVG,Katukurunda Junction,46
NO2,Kaluthara,2013,AVG,Kaluthara Urban Council,71
NO2,Kaluthara,2013,AVG,Kaluthara District Average,49
NO2,Kaluthara,2013,JAN,Aluthgama,10
NO2,Kaluthara,2013,JAN,Kaluthara Bodiya Car Park,25
NO2,Kaluthara,2013,JAN,Palathota Junction,13
NO2,Kaluthara,2013,JAN,Nagoda Junction,40
NO2,Kaluthara,2013,JAN,Katukurunda Junction,40
NO2,Kaluthara,2013,JAN,Kaluthara Urban Council,19
NO2,Kaluthara,2013,JAN,Kaluthara District Average,27
NO2,Kaluthara,2013,FEB,Aluthgama,19
NO2,Kaluthara,2013,FEB,Kaluthara Bodiya Car Park,47
NO2,Kaluthara,2013,FEB,Palathota Junction,35
NO2,Kaluthara,2013,FEB,Nagoda Junction,77
NO2,Kaluthara,2013,FEB,Katukurunda Junction,39
NO2,Kaluthara,2013,FEB,Kaluthara Urban Council,35
NO2,Kaluthara,2013,FEB,Kaluthara District Average,50
NO2,Kaluthara,2013,MAR,Aluthgama,30
NO2,Kaluthara,2013,MAR,Kaluthara Bodiya Car Park,80
NO2,Kaluthara,2013,MAR,Palathota Junction,56
NO2,Kaluthara,2013,MAR,Nagoda Junction,125
NO2,Kaluthara,2013,MAR,Katukurunda Junction,63
NO2,Kaluthara,2013,MAR,Kaluthara Urban Council,64
NO2,Kaluthara,2013,MAR,Kaluthara District Average,84
NO2,Kaluthara,2013,APR,Aluthgama,24
NO2,Kaluthara,2013,APR,Kaluthara Bodiya Car Park,34
NO2,Kaluthara,2013,APR,Palathota Junction,29
NO2,Kaluthara,2013,APR,Nagoda Junction,29
NO2,Kaluthara,2013,APR,Katukurunda Junction,37
NO2,Kaluthara,2013,APR,Kaluthara Urban Council,38
NO2,Kaluthara,2013,APR,Kaluthara District Average,22
NO2,Kaluthara,2013,MAY,Aluthgama,31
NO2,Kaluthara,2013,MAY,Kaluthara Bodiya Car Park,36
NO2,Kaluthara,2013,MAY,Palathota Junction,35
NO2,Kaluthara,2013,MAY,Nagoda Junction,37
NO2,Kaluthara,2013,MAY,Katukurunda Junction,43
NO2,Kaluthara,2013,MAY,Kaluthara Urban Council,46
NO2,Kaluthara,2013,MAY,Kaluthara District Average,47
NO2,Kaluthara,2013,JUN,Aluthgama,24
NO2,Kaluthara,2013,JUN,Kaluthara Bodiya Car Park,15
